TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AHEB5;16,59;;1,89;16,53;0,39;35,19;21,45;15,93;1,41;1,03;-0,32;-3,79;0,30;2,89;-0,67;1,46;873,55;20,39;683,71;0,02;0,98;1,28;20,77;;2.203,00;1,00;8,77;0,00;136.782.554,03
AHEB6;17,02;;1,94;16,95;0,40;35,19;21,45;15,93;1,44;1,03;-0,32;-3,79;0,31;2,96;-0,69;1,46;873,55;20,39;683,71;0,02;0,98;1,28;20,77;;1.702,00;1,00;8,77;0,00;136.782.554,03
ALLD3;6,25;5,68;9,25;0,38;0,16;13,77;3,60;1,16;2,99;4,19;1,20;0,15;0,11;0,59;-0,52;1,65;4,10;1,75;7,52;0,43;0,57;1,51;14,71;27,14;144.974,04;16,44;0,67;-0,17;580.764.225,86
ALOS3;24,03;2,14;4,35;0,95;0,49;101,46;315,02;172,55;2,38;2,09;-0,29;-0,12;7,51;10,54;-0,55;1,87;21,84;11,36;26,95;0,52;0,44;0,07;25,65;87,46;108.039.395,67;25,57;5,58;0,00;13.946.666.888,70
ALPA3;9,34;;-27,10;1,16;0,80;42,24;-7,11;-5,67;-21,61;-24,52;-3,27;0,18;1,54;3,52;-1,28;2,50;-4,30;-2,94;-6,09;0,68;0,32;0,52;2,36;;37.175,15;7,77;-0,33;0,19;6.078.647.649,20
ALPA4;8,99;;-26,20;1,13;0,77;42,24;-7,11;-5,67;-20,89;-24,52;-3,27;0,18;1,49;3,41;-1,23;2,50;-4,30;-2,94;-6,09;0,68;0,32;0,52;2,36;;42.948.615,93;7,77;-0,33;0,18;6.078.647.649,20
ALPK3;4,16;;-6,93;2,42;0,33;29,43;9,95;-10,37;7,22;17,11;9,89;3,32;0,72;-3,05;-0,40;0,60;-34,95;-4,79;6,20;0,14;0,86;0,46;3,17;;673.391,78;1,71;-0,60;0,24;887.725.805,22
ALSC3;27,75;;38,57;2,20;1,20;75,71;65,32;27,78;16,41;14,85;-1,56;-0,21;10,72;9,41;-1,43;5,39;5,69;3,12;11,21;0,55;0,44;0,11;2,54;19,34;;12,64;0,72;0,58;5.694.242.307,75
ALUP11;29,40;5,67;11,88;1,21;0,32;76,94;72,93;23,99;3,91;7,84;3,93;1,22;2,85;2,92;-0,39;2,44;10,19;2,70;9,59;0,27;0,61;0,11;20,04;18,11;18.494.650,04;24,49;2,50;-0,41;9.029.996.369,84
ALUP3;9,68;5,66;11,90;1,21;0,32;76,94;72,93;23,99;3,92;7,84;3,93;1,22;2,86;2,93;-0,40;2,44;10,19;2,70;9,59;0,27;0,61;0,11;20,04;18,11;123.737,59;8,16;0,83;-0,41;9.029.996.369,84
ALUP4;9,79;5,67;11,87;1,21;0,32;76,94;72,93;23,99;3,90;7,84;3,93;1,22;2,85;2,92;-0,39;2,44;10,19;2,70;9,59;0,27;0,61;0,11;20,04;18,11;166.957,81;8,16;0,83;-0,41;9.029.996.369,84
AMAR3;3,02;;-0,42;0,68;0,08;37,33;-10,87;-19,59;-0,75;-4,55;-3,80;3,46;0,08;-50,49;-0,14;1,00;-163,84;-18,69;-18,84;0,11;0,89;0,95;-0,89;;3.123.230,26;4,44;-7,27;0,00;207.762.803,46
AMBP3;14,97;0,88;-22,13;2,38;0,23;23,53;17,72;-2,54;3,17;8,57;5,40;4,05;0,56;0,79;-0,44;2,75;-10,75;-1,06;7,48;0,10;0,84;0,42;83,52;;26.115.037,04;6,38;-0,69;0,11;2.537.365.990,11
AMER3;0,79;;17,68;0,05;0,02;30,68;4,18;0,15;0,65;8,29;7,64;0,59;0,03;0,09;-0,03;1,84;0,28;0,10;1,24;0,35;0,65;0,65;21,42;;7.429.773,89;16,74;0,05;-0,46;758.124.782,52
ANDG3B;28,82;;59,95;2,23;1,88;47,12;179,06;45,82;15,34;8,60;0,93;0,13;27,47;-25,32;-1,93;0,26;3,71;3,14;12,68;0,85;0,15;0,07;10,22;-38,09;;12,94;0,48;-0,78;1.651.867.985,68
ANDG4B;0,00;;0,00;0,00;0,00;47,12;179,06;45,82;0,00;8,60;0,93;0,13;0,00;0,00;0,00;0,26;3,71;3,14;12,68;0,85;0,15;0,07;10,22;-38,09;;12,94;0,48;0,00;1.651.867.985,68
ANIM3;3,15;;-11,07;0,47;0,12;57,41;10,29;-3,02;3,25;14,39;11,14;1,62;0,33;9,27;-0,15;1,07;-4,26;-1,09;-0,38;0,26;0,70;0,36;27,79;;23.572.009,07;6,39;-0,27;0,17;1.215.645.103,05
APER3;41,25;0,81;30,76;0,96;0,56;100,00;11,00;5,02;14,05;13,70;-0,35;-0,02;1,55;-25,70;-0,70;0,90;3,12;1,82;5,96;0,58;0,42;0,36;22,90;;1.278.412,93;41,62;1,30;-1,26;458.057.346,60
APTI3;197,64;;-0,16;0,02;0,01;94,43;-97,83;-52,08;-0,08;-0,46;0,54;-0,11;0,08;0,02;-0,01;6,40;-10,90;-4,82;-22,96;0,44;0,56;0,09;4,07;;;11.599,68;-1.264,69;0,00;44.442.750,00
APTI4;3.500,00;;-2,77;0,30;0,13;94,43;-97,83;-52,08;-1,47;-0,46;0,54;-0,11;1,44;0,36;-0,24;6,40;-10,90;-4,82;-22,96;0,44;0,56;0,09;4,07;;;11.599,68;-1.264,69;0,00;44.442.750,00
ARML3;14,54;1,08;29,26;4,06;1,24;48,07;34,23;13,57;11,60;14,93;3,33;1,17;3,97;7,31;-1,80;2,22;13,89;4,25;12,06;0,31;0,69;0,31;;;9.232.431,52;3,51;0,49;0,86;4.930.728.584,25
ARZZ3;57,72;2,67;17,21;2,29;1,17;53,60;11,50;8,13;12,16;12,98;0,82;0,16;1,40;12,96;-2,24;1,23;13,30;6,83;13,38;0,51;0,48;0,84;25,49;20,02;112.933.345,48;26,05;3,47;-1,14;6.618.286.353,78
ASAI3;12,50;0,71;17,64;3,85;0,40;16,45;5,04;1,53;5,33;8,43;3,10;2,24;0,27;-4,88;-0,59;0,79;21,83;2,28;16,55;0,10;0,90;1,50;;;147.068.752,78;3,20;0,70;-0,43;16.652.660.640,00
ATMP3;3,20;;0,08;-0,25;0,05;-22,72;-46,86;258,67;-0,45;-1,87;-1,43;;0,21;-0,10;-0,07;0,30;-305,71;64,77;-588,68;-0,21;1,21;0,25;-16,95;;183.893,11;-13,18;40,30;0,00;86.808.657,00
ATOM3;2,07;15,94;21,66;2,46;1,68;94,22;5,18;8,23;34,42;21,22;-13,21;-0,94;1,78;1,77;-75,35;34,11;11,36;7,75;4,23;0,68;0,32;0,94;;-11,48;18.676,59;0,82;0,09;-0,28;47.847.844,98
AURA33;31,50;4,44;8,84;1,33;0,54;36,53;24,61;12,67;4,55;5,76;1,21;0,35;1,12;3,58;-0,87;1,64;15,08;6,07;12,15;0,40;0,60;0,48;32,13;68,75;1.495.227,44;24,00;3,62;-0,24;2.263.758.720,00
AURE3;13,51;10,99;6,73;0,98;0,44;21,10;24,36;34,01;9,40;10,30;0,90;0,09;2,29;3,67;-0,58;1,92;14,52;6,50;0,61;0,45;0,55;0,19;;;56.849.211,37;13,96;2,03;0,01;13.650.000.000,00
AVLL3;4,60;;-0,26;-0,25;0,09;26,70;-77,39;-151,33;-0,50;-4,14;-3,64;;0,39;-0,16;-0,13;0,32;-99,81;-36,22;-46,92;-0,36;1,36;0,24;19,61;;3.037,10;-18,05;-18,01;-0,01;131.629.979,80
AZEV3;1,95;;-3,88;1,55;0,30;8,06;-12,68;-8,98;-2,75;-3,34;-0,63;0,35;0,35;-2,76;-0,52;0,79;-40,11;-7,78;-73,14;0,19;0,81;0,87;43,23;;1.906.970,96;1,28;-0,51;0,01;183.518.285,16
AZEV4;1,92;;-3,82;1,53;0,30;8,06;-12,68;-8,98;-2,70;-3,34;-0,63;0,35;0,34;-2,72;-0,51;0,79;-40,11;-7,78;-73,14;0,19;0,81;0,87;43,23;;4.921.076,30;1,28;-0,51;0,01;183.518.285,16
AZUL4;14,65;;-11,42;-0,94;1,08;19,58;10,89;-9,23;9,68;13,96;11,30;;1,05;-1,52;-1,48;0,28;-8,24;-9,47;75,25;-1,15;2,15;1,03;15,41;;178.904.351,11;-15,56;-1,28;0,35;5.095.944.032,44
B3SA3;12,36;3,26;17,38;3,53;1,54;85,58;52,07;39,68;13,24;12,73;-0,52;-0,14;6,90;11,71;-2,34;1,62;20,33;8,85;12,30;0,44;0,56;0,22;22,44;26,36;484.868.057,19;3,53;0,72;-2,71;72.562.930.000,00
BAHI3;9,33;;-2,78;3,80;0,38;42,87;-8,43;-23,65;-7,81;-13,11;-5,31;2,58;0,66;-1,22;-0,41;0,19;-136,46;-13,69;-15,52;0,10;0,88;0,58;56,84;;21.595,09;2,46;-3,35;-0,15;246.224.130,06
BALM3;10,23;2,11;125,32;0,70;0,40;58,39;9,82;0,44;5,59;4,03;-1,50;-0,19;0,55;0,88;-1,34;2,92;0,56;0,32;6,55;0,57;0,42;0,74;8,44;3,46;1.319,08;14,53;0,08;-1,30;99.127.000,00
BALM4;9,52;2,16;122,50;0,69;0,40;58,39;9,82;0,44;5,47;4,03;-1,50;-0,19;0,54;0,86;-1,31;2,92;0,56;0,32;6,55;0,57;0,42;0,74;8,44;3,46;5.331,42;14,53;0,08;-1,27;99.127.000,00
BAUH4;71,28;1,70;-97,39;3,88;2,30;21,55;3,82;-1,82;46,42;44,19;-2,23;-0,19;1,77;30,46;-4,19;1,20;-3,98;-2,36;-3,45;0,59;0,41;1,30;3,33;;35.151,63;18,39;-0,73;0,68;372.239.984,16
BAZA3;83,30;6,42;3,73;0,85;0,11;29,18;53,10;34,41;2,41;2,41;;;1,28;2,82;-0,12;;22,87;3,06;;0,13;0,87;0,09;17,64;80,88;333.631,89;97,45;22,28;0,09;4.652.840.145,00
BBAS3;49,51;8,89;4,55;0,91;0,07;32,03;16,16;12,35;3,48;3,48;;;0,56;2,46;-0,07;12,76;20,01;1,57;;0,08;0,92;0,13;9,97;25,08;493.984.478,67;56,75;11,36;0,11;148.056.097.423,40
BBDC3;13,48;6,82;8,78;0,86;0,08;31,88;6,19;7,37;10,45;11,14;;;0,65;0,96;-0,08;7,16;9,78;0,87;;0,09;0,91;0,12;8,37;-0,96;79.060.492,48;15,64;1,53;-0,26;152.539.007.193,45
BBDC4;15,26;6,62;9,95;0,97;0,09;31,88;6,19;7,37;11,84;11,14;;;0,73;1,09;-0,10;7,16;9,78;0,87;;0,09;0,91;0,12;8,37;-0,96;506.156.080,78;15,64;1,53;-0,30;152.539.007.193,45
BBML3;3.936,42;;48.754,69;149.535,60;154,10;6,84;2,69;0,20;3.576,72;3.586,40;9,67;404,48;96,25;-869,12;-250,59;0,68;306,71;0,32;5,37;0,00;1,00;1,60;41,29;1,17;;0,03;0,08;-384,83;160.451.699.191,56
BBSE3;31,30;10,93;8,33;5,98;3,93;;;;7,35;7,35;;;;36,89;-5,46;1,61;71,80;47,15;;0,66;0,34;0,00;;13,59;137.365.706,30;5,33;3,83;0,24;63.800.000.000,00
BDLL3;11,50;;0,33;-0,13;0,03;-48,56;-81,27;144,73;-0,59;-5,60;-5,06;;0,48;-2,46;-0,06;0,98;-38,84;8,78;-337,02;-0,23;1,23;0,06;-27,58;;4.295,14;-88,93;34,54;0,00;16.702.298,32
BDLL4;10,50;;0,28;-0,11;0,02;-48,56;-81,27;144,73;-0,50;-5,60;-5,06;;0,41;-2,10;-0,05;0,98;-38,84;8,78;-337,02;-0,23;1,23;0,06;-27,58;;5.164,20;-88,93;34,54;0,00;16.702.298,32
BEEF11;3,62;;6,26;5,36;0,11;19,56;7,51;1,21;1,01;5,74;3,54;18,78;0,08;0,56;-0,27;1,50;85,67;1,77;14,51;0,02;0,95;1,46;20,68;;;0,67;0,58;-0,12;4.785.393.247,16
BEEF3;6,82;6,99;13,63;11,68;0,24;19,56;7,51;1,21;2,20;5,74;3,54;18,78;0,17;1,22;-0,58;1,50;85,67;1,77;14,51;0,02;0,95;1,46;20,68;;82.567.347,22;0,67;0,58;-0,25;4.785.393.247,16
BEES3;8,48;7,38;8,22;1,33;0,07;26,39;8,82;6,42;5,98;6,15;;;0,53;0,70;-0,08;;16,14;0,85;;0,05;0,95;0,13;12,53;14,38;93.819,30;6,43;1,04;-1,65;2.766.295.604,00
BEES4;9,37;6,69;9,06;1,46;0,08;26,39;8,82;6,42;6,60;6,15;;;0,58;0,77;-0,09;;16,14;0,85;;0,05;0,95;0,13;12,53;14,38;33.617,11;6,43;1,04;-1,82;2.766.295.604,00
BFRE11;0,00;;0,00;0,00;0,00;31,58;170,29;145,51;0,00;;;;0,00;0,00;0,00;;9,21;8,19;;0,89;0,10;0,06;;13,07;;302.450,49;27.857,74;0,00;
BFRE12;0,00;;0,00;0,00;0,00;31,58;170,29;145,51;0,00;;;;0,00;0,00;0,00;;9,21;8,19;;0,89;0,10;0,06;;13,07;;302.450,49;27.857,74;0,00;
BGIP3;25,94;8,72;7,05;0,73;0,05;35,65;5,57;5,27;6,66;6,24;;;0,37;-0,34;-0,10;0,76;10,32;0,71;;0,07;0,93;0,14;8,79;-6,36;4.148,80;35,35;3,65;0,29;406.926.938,60
BGIP4;22,10;11,01;6,15;0,63;0,04;35,65;5,57;5,27;5,81;6,24;;;0,32;-0,29;-0,08;0,76;10,32;0,71;;0,07;0,93;0,14;8,79;-6,36;12.426,16;35,35;3,65;0,25;406.926.938,60
BHIA3;0,50;;-1,17;0,29;0,04;30,67;1,83;-3,76;2,42;16,35;13,93;1,70;0,04;-0,37;-0,07;0,79;-25,05;-3,50;-4,45;0,14;0,86;0,93;3,76;;42.328.016,07;1,94;-0,49;-0,01;1.354.935.926,04
BIDI11;10,40;;-238,07;1,08;0,23;50,04;-13,62;-5,22;-91,21;-91,21;;;12,42;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;9,67;-0,04;0,13;8.991.139.764,53
BIDI3;3,40;;-233,49;1,06;0,23;50,04;-13,62;-5,22;-89,46;-91,21;;;12,19;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIDI4;3,41;;-234,18;1,06;0,23;50,04;-13,62;-5,22;-89,72;-91,21;;;12,22;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIOM3;4,80;;-4,77;3,49;1,23;15,66;-64,63;-72,57;-5,35;-6,74;-1,39;0,91;3,46;9,04;-1,95;1,59;-73,28;-25,89;-28,34;0,35;0,65;0,36;299,61;;34.155,67;1,36;-0,99;1,18;422.335.535,76
BLAU3;14,80;2,80;9,91;1,65;1,24;44,32;26,97;23,07;8,48;8,07;-0,41;-0,08;2,29;2,86;-2,87;4,14;16,63;12,47;13,37;0,75;0,25;0,54;;;7.983.479,15;10,45;1,74;-17,32;3.089.163.629,58
BLUT3;5,14;;-5,63;0,46;0,14;;;;-6,17;-4,91;-1,59;0,12;;-1,08;-0,14;0,00;-8,15;-2,46;-6,65;0,30;0,70;0,00;;;;11,21;-0,91;0,20;14.115.600,06
BLUT4;1,52;;-1,66;0,14;0,04;;;;-1,82;-4,91;-1,59;0,12;;-0,32;-0,04;0,00;-8,15;-2,46;-6,65;0,30;0,70;0,00;;;;11,21;-0,91;0,06;14.115.600,06
BMEB3;15,32;4,49;7,21;1,15;0,09;51,41;6,14;5,24;6,15;5,83;;;0,38;0,81;-0,10;;15,91;1,26;;0,08;0,92;0,24;5,94;25,14;9.628,93;13,35;2,12;0,65;1.521.907.033,28
BMEB4;13,50;5,73;6,21;0,99;0,08;51,41;6,14;5,24;5,30;5,83;;;0,33;0,70;-0,09;;15,91;1,26;;0,08;0,92;0,24;5,94;25,14;250.075,15;13,35;2,12;0,56;1.521.907.033,28
BMGB4;2,41;6,03;10,90;0,35;0,03;36,06;-1,60;1,83;-12,46;-12,46;;;0,20;;-0,03;;3,17;0,29;;0,09;0,91;0,16;19,34;59,92;1.125.621,52;6,97;0,22;0,50;1.405.590.110,51
BMIN3;23,88;5,05;12,31;0,86;0,45;57,60;30,85;24,12;9,62;9,14;;;2,97;47,23;-0,45;;6,95;3,63;;0,52;0,48;0,15;16,78;;2.390,00;27,95;1,94;0,17;109.581.408,54
BMIN4;15,90;7,69;8,08;0,56;0,29;57,60;30,85;24,12;6,32;9,14;;;1,95;31,00;-0,30;;6,95;3,63;;0,52;0,48;0,15;16,78;;5.644,40;27,95;1,94;0,11;109.581.408,54
BMKS3;306,00;19,12;5,12;0,69;0,60;26,67;51,94;153,94;15,16;-1,73;-16,90;-0,77;7,88;0,81;-2,56;25,52;13,56;11,71;0,78;0,86;0,14;0,08;2,51;27,32;12.720,88;435,49;59,07;0,08;137.425.450,00
BMOB3;12,80;1,78;12,07;1,03;0,82;23,63;7,12;6,69;11,33;5,70;-5,63;-0,51;0,81;1,74;-2,35;3,71;8,53;6,84;4,13;0,80;0,20;1,02;;;5.939.307,04;12,22;1,04;0,39;1.094.506.445,36
BNBR3;93,45;3,85;3,56;0,81;0,12;45,79;43,39;25,87;2,12;2,12;;;0,92;1,96;-0,13;;22,64;3,34;;0,15;0,85;0,13;8,76;25,53;16.615,20;114,18;25,85;0,09;7.954.811.834,40
BOAS3;7,95;3,20;15,22;1,83;1,70;56,53;19,25;32,39;25,60;18,69;-6,92;-0,50;4,93;3,34;-3,80;12,37;12,04;11,16;4,65;0,93;0,07;0,34;8,81;74,34;53.310.276,50;4,34;0,52;5,59;4.212.250.617,75
BOBR3;0,00;;0,00;0,00;0,00;38,55;14,92;5,23;0,00;2,59;1,67;;0,00;0,00;0,00;0,76;-66,43;9,15;68,84;-0,14;1,14;1,75;6,05;-9,30;;-0,45;0,30;0,00;204.004.806,92
BOBR4;1,66;;5,56;-3,69;0,51;38,55;14,92;5,23;1,95;2,59;1,67;;0,29;-3,49;-0,96;0,76;-66,43;9,15;68,84;-0,14;1,14;1,75;6,05;-9,30;28.500,85;-0,45;0,30;-0,03;204.004.806,92
BPAC11;32,55;2,22;15,34;2,76;0,33;21,01;23,15;19,46;12,90;12,90;;;2,99;10,62;-3,73;1,04;18,00;2,16;;0,12;0,88;0,11;46,00;32,40;277.952.236,33;12,18;2,19;0,40;128.983.604.392,88
BPAC3;15,46;1,54;22,04;3,97;0,48;21,01;23,15;19,46;18,53;12,90;;;4,29;15,25;-5,36;1,04;18,00;2,16;;0,12;0,88;0,11;46,00;32,40;115.626,33;4,06;0,73;0,58;128.983.604.392,88
BPAC5;8,65;2,83;12,02;2,16;0,26;21,01;23,15;19,46;10,10;12,90;;;2,34;8,32;-2,92;1,04;18,00;2,16;;0,12;0,88;0,11;46,00;32,40;75.299,74;4,06;0,73;0,32;128.983.604.392,88
BPAN4;8,26;3,10;16,59;1,41;0,19;49,84;4,88;4,32;14,67;14,67;;;0,72;;-0,19;;8,47;1,16;;0,14;0,86;0,27;8,24;41,40;15.701.379,41;5,77;0,49;-1,97;10.325.646.071,59
BPAR3;182,07;;7,28;1,02;0,11;55,65;14,23;8,39;4,30;4,30;;;0,61;1,27;-0,12;;14,01;1,56;;0,11;0,89;0,19;4,66;0,56;;178,47;25,00;0,30;1.733.606.633,43
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-18,89;;66,71;6,31;-0,11;1.533.769.021,00
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40;0,00;70.110.298,74
BRAP3;22,41;11,84;3,21;1,17;1,16;;;;3,31;3,37;-0,10;-0,03;;43,26;-1,20;4,70;36,31;36,05;35,19;0,99;0,01;0,00;;3,42;1.331.089,07;19,30;7,01;-0,06;9.252.844.464,20
BRAP4;24,14;12,16;3,44;1,25;1,24;;;;3,55;3,37;-0,10;-0,03;;46,34;-1,28;4,70;36,31;36,05;35,19;0,99;0,01;0,00;;3,42;75.317.758,15;19,30;7,01;-0,06;9.252.844.464,20
BRBI11;12,64;6,74;8,61;;0,14;4,90;6,09;3,95;5,59;41,66;36,07;;0,34;;-0,14;;;1,57;1,75;0,00;1,00;0,40;;;3.472.980,41;0,00;1,45;0,90;1.309.296.428,88
BRBI3;0,00;;0,00;;0,00;4,90;6,09;3,95;0,00;41,66;36,07;;0,00;;0,00;;;1,57;1,75;0,00;1,00;0,40;;;;0,00;0,48;0,00;1.309.296.428,88
BRBI4;0,00;;0,00;;0,00;4,90;6,09;3,95;0,00;41,66;36,07;;0,00;;0,00;;;1,57;1,75;0,00;1,00;0,40;;;;0,00;0,48;0,00;1.309.296.428,88
BRFS3;11,58;;-5,63;2,11;0,36;15,12;-0,54;-6,32;-66,43;-121,25;-54,82;1,74;0,36;8,52;-0,64;1,10;-37,45;-6,31;-1,11;0,17;0,82;1,00;13,70;;238.971.159,74;5,44;-2,04;-0,04;19.281.143.399,16
BRGE11;10,75;2,45;9,88;0,60;0,27;-4.128,22;1.241,02;2.221,70;17,68;-16,06;-34,16;-1,16;219,43;0,72;-0,60;3,09;6,08;2,72;1,83;0,45;0,37;0,00;-31,54;9,39;3.968,67;17,89;1,09;0,08;810.799.956,36
BRGE12;10,84;;9,97;0,61;0,27;-4.128,22;1.241,02;2.221,70;17,85;-16,06;-34,16;-1,16;221,47;0,72;-0,61;3,09;6,08;2,72;1,83;0,45;0,37;0,00;-31,54;9,39;1.294,80;17,89;1,09;0,08;810.799.956,36
BRGE3;11,05;;10,15;0,62;0,28;-4.128,22;1.241,02;2.221,70;18,17;-16,06;-34,16;-1,16;225,55;0,74;-0,62;3,09;6,08;2,72;1,83;0,45;0,37;0,00;-31,54;9,39;15.076,73;17,89;1,09;0,08;810.799.956,36
BRGE5;10,96;2,00;10,07;0,61;0,27;-4.128,22;1.241,02;2.221,70;18,03;-16,06;-34,16;-1,16;223,72;0,73;-0,61;3,09;6,08;2,72;1,83;0,45;0,37;0,00;-31,54;9,39;3.278,00;17,89;1,09;0,08;810.799.956,36
BRGE6;11,49;4,87;9,95;0,61;0,27;-4.128,22;1.241,02;2.221,70;17,81;-16,06;-34,16;-1,16;221,06;0,72;-0,61;3,09;6,08;2,72;1,83;0,45;0,37;0,00;-31,54;9,39;2.313,22;17,89;1,09;0,08;810.799.956,36
BRGE7;10,82;2,84;9,94;0,60;0,27;-4.128,22;1.241,02;2.221,70;17,80;-16,06;-34,16;-1,16;220,86;0,72;-0,61;3,09;6,08;2,72;1,83;0,45;0,37;0,00;-31,54;9,39;8.656,00;17,89;1,09;0,08;810.799.956,36
BRGE8;10,81;2,03;9,93;0,60;0,27;-4.128,22;1.241,02;2.221,70;17,78;-16,06;-34,16;-1,16;220,65;0,72;-0,61;3,09;6,08;2,72;1,83;0,45;0,37;0,00;-31,54;9,39;14.252,00;17,89;1,09;0,08;810.799.956,36
BRIN3;39,15;0,83;51,43;1,60;0,93;100,00;11,00;5,02;23,49;23,14;-0,35;-0,02;2,58;-42,96;-1,17;0,90;3,12;1,82;5,96;0,58;0,42;0,36;21,03;;;24,43;0,76;-2,11;765.840.711,60
BRIT3;3,19;0,98;12,14;1,02;0,49;46,33;22,00;10,83;5,97;9,01;3,03;0,52;1,31;4,53;-0,62;1,99;8,41;4,02;7,36;0,48;0,52;0,37;;;1.388.881,93;3,22;0,27;0,00;1.477.522.273,64
BRIV3;10,55;1,50;9,27;0,54;0,04;17,73;4,57;2,97;6,02;6,00;;;0,28;0,21;-0,05;4,27;5,88;0,39;;0,07;0,93;0,13;20,48;15,20;16.597,94;19,37;1,14;0,01;932.980.238,45
BRIV4;10,50;2,95;9,23;0,54;0,04;17,73;4,57;2,97;5,99;6,00;;;0,27;0,21;-0,05;4,27;5,88;0,39;;0,07;0,93;0,13;20,48;15,20;54.646,86;19,37;1,14;0,01;932.980.238,45
BRKM3;19,71;;-3,94;1,85;0,15;4,41;-2,82;-4,17;-5,84;-15,46;-9,56;3,04;0,16;1,19;-0,25;1,49;-47,00;-3,86;-6,73;0,08;0,92;0,93;14,40;;1.022.196,52;9,07;-4,26;0,03;13.567.983.791,60
